Bank Type,Asset or Liability,Type,date,value
foreign,Liabilities,Net due to related foreign offices,2020-01-01,121.8
foreign,Liabilities,Net due to related foreign offices,2020-02-01,110.9
foreign,Liabilities,Net due to related foreign offices,2020-03-01,293
foreign,Liabilities,Net due to related foreign offices,2020-04-01,525.9
foreign,Liabilities,Net due to related foreign offices,2020-05-01,365.4
foreign,Liabilities,Net due to related foreign offices,2020-06-01,247.1
foreign,Liabilities,Net due to related foreign offices,2020-07-08,139.7
foreign,Liabilities,Net due to related foreign offices,2020-07-15,106.6
foreign,Liabilities,Net due to related foreign offices,2020-07-22,90.9
foreign,Liabilities,Net due to related foreign offices,2020-07-29,103.4
foreign,Liabilities,Other liabilities including trading liabilities ,2019-06-01,122.5
foreign,Liabilities,Other liabilities including trading liabilities ,2019-12-01,113.8
foreign,Liabilities,Other liabilities including trading liabilities ,2020-01-01,111.7
foreign,Liabilities,Other liabilities including trading liabilities ,2020-02-01,110.8
foreign,Liabilities,Other liabilities including trading liabilities ,2020-03-01,141.2
foreign,Liabilities,Other liabilities including trading liabilities ,2020-04-01,137.7
foreign,Liabilities,Other liabilities including trading liabilities ,2020-05-01,137.5
foreign,Liabilities,Other liabilities including trading liabilities ,2020-06-01,134.7
foreign,Liabilities,Other liabilities including trading liabilities ,2020-07-08,132.5
foreign,Liabilities,Other liabilities including trading liabilities ,2020-07-15,130.4
foreign,Liabilities,Other liabilities including trading liabilities ,2020-07-22,140.1
foreign,Liabilities,Other liabilities including trading liabilities ,2020-07-29,151.9
foreign,Liabilities,Total liabilities,2019-06-01,2185.3
foreign,Liabilities,Total liabilities,2019-12-01,2236.3
foreign,Liabilities,Total liabilities,2020-01-01,2220.4
foreign,Liabilities,Total liabilities,2020-02-01,2226.6
foreign,Liabilities,Total liabilities,2020-03-01,2517.2
foreign,Liabilities,Total liabilities,2020-04-01,2835.2
foreign,Liabilities,Total liabilities,2020-05-01,2644.3
foreign,Liabilities,Total liabilities,2020-06-01,2420.3
foreign,Liabilities,Total liabilities,2020-07-08,2276
foreign,Liabilities,Total liabilities,2020-07-15,2246.5
foreign,Liabilities,Total liabilities,2020-07-22,2289.8
foreign,Liabilities,Total liabilities,2020-07-29,2282.2
foreign,Liabilities,Residual (assets less liabilities) ,2019-06-01,0.8
foreign,Liabilities,Residual (assets less liabilities) ,2019-12-01,12.1
foreign,Liabilities,Residual (assets less liabilities) ,2020-01-01,4
foreign,Liabilities,Residual (assets less liabilities) ,2020-02-01,-6.4
foreign,Liabilities,Residual (assets less liabilities) ,2020-03-01,-13.3
foreign,Liabilities,Residual (assets less liabilities) ,2020-04-01,22
foreign,Liabilities,Residual (assets less liabilities) ,2020-05-01,15
foreign,Liabilities,Residual (assets less liabilities) ,2020-06-01,-2.3
foreign,Liabilities,Residual (assets less liabilities) ,2020-07-08,9
foreign,Liabilities,Residual (assets less liabilities) ,2020-07-15,4.6
foreign,Liabilities,Residual (assets less liabilities) ,2020-07-22,-9.4
foreign,Liabilities,Residual (assets less liabilities) ,2020-07-29,7.1
foreign,Memoranda,Net unrealized gains (losses) on available-for-sale securities ,2019-06-01,1.9
foreign,Memoranda,Net unrealized gains (losses) on available-for-sale securities ,2019-12-01,1.3
foreign,Memoranda,Net unrealized gains (losses) on available-for-sale securities ,2020-01-01,1.4
foreign,Memoranda,Net unrealized gains (losses) on available-for-sale securities ,2020-02-01,1.9
foreign,Memoranda,Net unrealized gains (losses) on available-for-sale securities ,2020-03-01,2.5
foreign,Memoranda,Net unrealized gains (losses) on available-for-sale securities ,2020-04-01,2.8
foreign,Memoranda,Net unrealized gains (losses) on available-for-sale securities ,2020-05-01,3
foreign,Memoranda,Net unrealized gains (losses) on available-for-sale securities ,2020-06-01,3
foreign,Memoranda,Net unrealized gains (losses) on available-for-sale securities ,2020-07-08,3.1
foreign,Memoranda,Net unrealized gains (losses) on available-for-sale securities ,2020-07-15,3.1
foreign,Memoranda,Net unrealized gains (losses) on available-for-sale securities ,2020-07-22,3
foreign,Memoranda,Net unrealized gains (losses) on available-for-sale securities ,2020-07-29,3
foreign,Memoranda,U.S. Treasury and agency securities MBS ,2019-06-01,1.9
foreign,Memoranda,U.S. Treasury and agency securities MBS ,2019-12-01,1.3
foreign,Memoranda,U.S. Treasury and agency securities MBS ,2020-01-01,1.4
foreign,Memoranda,U.S. Treasury and agency securities MBS ,2020-02-01,1.9
foreign,Memoranda,U.S. Treasury and agency securities MBS ,2020-03-01,2.5
foreign,Memoranda,U.S. Treasury and agency securities MBS ,2020-04-01,2.8
foreign,Memoranda,U.S. Treasury and agency securities MBS ,2020-05-01,3
foreign,Memoranda,U.S. Treasury and agency securities MBS ,2020-06-01,3
foreign,Memoranda,U.S. Treasury and agency securities MBS ,2020-07-08,3.1
foreign,Memoranda,U.S. Treasury and agency securities MBS ,2020-07-15,3.1
foreign,Memoranda,U.S. Treasury and agency securities MBS ,2020-07-22,3
foreign,Memoranda,U.S. Treasury and agency securities MBS ,2020-07-29,3
