Bank Type,Asset or Liability,Type,date,value
dom,Liabilities,Other liabilities including trading liabilities ,2020-01-01,566.2
dom,Liabilities,Other liabilities including trading liabilities ,2020-02-01,610.2
dom,Liabilities,Other liabilities including trading liabilities ,2020-03-01,702.5
dom,Liabilities,Other liabilities including trading liabilities ,2020-04-01,688.1
dom,Liabilities,Other liabilities including trading liabilities ,2020-05-01,677.2
dom,Liabilities,Other liabilities including trading liabilities ,2020-06-01,673
dom,Liabilities,Other liabilities including trading liabilities ,2020-07-08,675.8
dom,Liabilities,Other liabilities including trading liabilities ,2020-07-15,663.7
dom,Liabilities,Other liabilities including trading liabilities ,2020-07-22,681.4
dom,Liabilities,Other liabilities including trading liabilities ,2020-07-29,685.9
dom,Liabilities,Total liabilities,2019-06-01,13226.5
dom,Liabilities,Total liabilities,2019-12-01,13555.7
dom,Liabilities,Total liabilities,2020-01-01,13614.7
dom,Liabilities,Total liabilities,2020-02-01,13719.3
dom,Liabilities,Total liabilities,2020-03-01,14413.2
dom,Liabilities,Total liabilities,2020-04-01,15234.3
dom,Liabilities,Total liabilities,2020-05-01,15683
dom,Liabilities,Total liabilities,2020-06-01,15782.9
dom,Liabilities,Total liabilities,2020-07-08,15821.5
dom,Liabilities,Total liabilities,2020-07-15,15820
dom,Liabilities,Total liabilities,2020-07-22,15683
dom,Liabilities,Total liabilities,2020-07-29,15681.8
dom,Liabilities,Residual (assets less liabilities) ,2019-06-01,1926.9
dom,Liabilities,Residual (assets less liabilities) ,2019-12-01,1976.5
dom,Liabilities,Residual (assets less liabilities) ,2020-01-01,1997.3
dom,Liabilities,Residual (assets less liabilities) ,2020-02-01,2016
dom,Liabilities,Residual (assets less liabilities) ,2020-03-01,2039.3
dom,Liabilities,Residual (assets less liabilities) ,2020-04-01,2029.5
dom,Liabilities,Residual (assets less liabilities) ,2020-05-01,2011.7
dom,Liabilities,Residual (assets less liabilities) ,2020-06-01,2001.9
dom,Liabilities,Residual (assets less liabilities) ,2020-07-08,2014.3
dom,Liabilities,Residual (assets less liabilities) ,2020-07-15,2028.1
dom,Liabilities,Residual (assets less liabilities) ,2020-07-22,2016.4
dom,Liabilities,Residual (assets less liabilities) ,2020-07-29,2022.1
dom,Memoranda,Net unrealized gains (losses) on available-for-sale securities ,2019-06-01,7.2
dom,Memoranda,Net unrealized gains (losses) on available-for-sale securities ,2019-12-01,15
dom,Memoranda,Net unrealized gains (losses) on available-for-sale securities ,2020-01-01,22.6
dom,Memoranda,Net unrealized gains (losses) on available-for-sale securities ,2020-02-01,34.4
dom,Memoranda,Net unrealized gains (losses) on available-for-sale securities ,2020-03-01,41.8
dom,Memoranda,Net unrealized gains (losses) on available-for-sale securities ,2020-04-01,50.4
dom,Memoranda,Net unrealized gains (losses) on available-for-sale securities ,2020-05-01,57
dom,Memoranda,Net unrealized gains (losses) on available-for-sale securities ,2020-06-01,60.1
dom,Memoranda,Net unrealized gains (losses) on available-for-sale securities ,2020-07-08,62
dom,Memoranda,Net unrealized gains (losses) on available-for-sale securities ,2020-07-15,62.2
dom,Memoranda,Net unrealized gains (losses) on available-for-sale securities ,2020-07-22,63.1
dom,Memoranda,Net unrealized gains (losses) on available-for-sale securities ,2020-07-29,63.7
dom,Memoranda,U.S. Treasury and agency securities MBS ,2019-06-01,4.4
dom,Memoranda,U.S. Treasury and agency securities MBS ,2019-12-01,10.5
dom,Memoranda,U.S. Treasury and agency securities MBS ,2020-01-01,16
dom,Memoranda,U.S. Treasury and agency securities MBS ,2020-02-01,23.6
dom,Memoranda,U.S. Treasury and agency securities MBS ,2020-03-01,33.5
dom,Memoranda,U.S. Treasury and agency securities MBS ,2020-04-01,44.6
dom,Memoranda,U.S. Treasury and agency securities MBS ,2020-05-01,46.8
dom,Memoranda,U.S. Treasury and agency securities MBS ,2020-06-01,45.4
dom,Memoranda,U.S. Treasury and agency securities MBS ,2020-07-08,45.8
dom,Memoranda,U.S. Treasury and agency securities MBS ,2020-07-15,45.7
dom,Memoranda,U.S. Treasury and agency securities MBS ,2020-07-22,45.9
dom,Memoranda,U.S. Treasury and agency securities MBS ,2020-07-29,46.6
largedom,Assets,Bank credit,2019-06-01,7931.2
largedom,Assets,Bank credit,2019-12-01,8162.1
largedom,Assets,Bank credit,2020-01-01,8177
largedom,Assets,Bank credit,2020-02-01,8221.9
largedom,Assets,Bank credit,2020-03-01,8520.5
largedom,Assets,Bank credit,2020-04-01,8661.8
largedom,Assets,Bank credit,2020-05-01,8631.4
largedom,Assets,Bank credit,2020-06-01,8622.1
largedom,Assets,Bank credit,2020-07-08,8635.2
largedom,Assets,Bank credit,2020-07-15,8660.5
largedom,Assets,Bank credit,2020-07-22,8666.6
largedom,Assets,Bank credit,2020-07-29,8652.6
largedom,Assets,Securities in bank credit ,2019-06-01,2458.4
largedom,Assets,Securities in bank credit ,2019-12-01,2616
largedom,Assets,Securities in bank credit ,2020-01-01,2622.6
largedom,Assets,Securities in bank credit ,2020-02-01,2648.6
largedom,Assets,Securities in bank credit ,2020-03-01,2742.1
largedom,Assets,Securities in bank credit ,2020-04-01,2746.6
largedom,Assets,Securities in bank credit ,2020-05-01,2770.8
largedom,Assets,Securities in bank credit ,2020-06-01,2877.8
largedom,Assets,Securities in bank credit ,2020-07-08,2941.4
largedom,Assets,Securities in bank credit ,2020-07-15,2977
largedom,Assets,Securities in bank credit ,2020-07-22,2986.4
largedom,Assets,Securities in bank credit ,2020-07-29,2995.5
largedom,Assets,Treasury and agency securities ,2019-06-01,1973.5
largedom,Assets,Treasury and agency securities ,2019-12-01,2128.8
largedom,Assets,Treasury and agency securities ,2020-01-01,2138.3
largedom,Assets,Treasury and agency securities ,2020-02-01,2160.6
largedom,Assets,Treasury and agency securities ,2020-03-01,2259.3
largedom,Assets,Treasury and agency securities ,2020-04-01,2260.6
largedom,Assets,Treasury and agency securities ,2020-05-01,2293.2
largedom,Assets,Treasury and agency securities ,2020-06-01,2395.8
largedom,Assets,Treasury and agency securities ,2020-07-08,2453.4
largedom,Assets,Treasury and agency securities ,2020-07-15,2489.2
largedom,Assets,Treasury and agency securities ,2020-07-22,2496.3
largedom,Assets,Treasury and agency securities ,2020-07-29,2510.5
largedom,Assets,Mortgage-backed securities (MBS) ,2019-06-01,1458.4
largedom,Assets,Mortgage-backed securities (MBS) ,2019-12-01,1511.8
largedom,Assets,Mortgage-backed securities (MBS) ,2020-01-01,1532.7
largedom,Assets,Mortgage-backed securities (MBS) ,2020-02-01,1541.5
largedom,Assets,Mortgage-backed securities (MBS) ,2020-03-01,1587.7
largedom,Assets,Mortgage-backed securities (MBS) ,2020-04-01,1624.7
largedom,Assets,Mortgage-backed securities (MBS) ,2020-05-01,1623.9
largedom,Assets,Mortgage-backed securities (MBS) ,2020-06-01,1619.7
largedom,Assets,Mortgage-backed securities (MBS) ,2020-07-08,1611.9
largedom,Assets,Mortgage-backed securities (MBS) ,2020-07-15,1652.3
largedom,Assets,Mortgage-backed securities (MBS) ,2020-07-22,1662.4
largedom,Assets,Mortgage-backed securities (MBS) ,2020-07-29,1673.6
largedom,Assets,Non-MBS ,2019-06-01,515.1
largedom,Assets,Non-MBS ,2019-12-01,616.9
largedom,Assets,Non-MBS ,2020-01-01,605.6
largedom,Assets,Non-MBS ,2020-02-01,619
largedom,Assets,Non-MBS ,2020-03-01,671.5
largedom,Assets,Non-MBS ,2020-04-01,635.9
largedom,Assets,Non-MBS ,2020-05-01,669.3
largedom,Assets,Non-MBS ,2020-06-01,776.1
largedom,Assets,Non-MBS ,2020-07-08,841.5
largedom,Assets,Non-MBS ,2020-07-15,836.9
largedom,Assets,Non-MBS ,2020-07-22,833.9
largedom,Assets,Non-MBS ,2020-07-29,836.9
largedom,Assets,Other securities,2019-06-01,484.9
largedom,Assets,Other securities,2019-12-01,487.3
largedom,Assets,Other securities,2020-01-01,484.3
largedom,Assets,Other securities,2020-02-01,488.1
largedom,Assets,Other securities,2020-03-01,482.9
largedom,Assets,Other securities,2020-04-01,485.9
largedom,Assets,Other securities,2020-05-01,477.6
largedom,Assets,Other securities,2020-06-01,481.9
largedom,Assets,Other securities,2020-07-08,488
largedom,Assets,Other securities,2020-07-15,487.8
largedom,Assets,Other securities,2020-07-22,490.1
largedom,Assets,Other securities,2020-07-29,484.9
largedom,Assets,Mortgage-backed securities (MBS) ,2019-06-01,58.5
largedom,Assets,Mortgage-backed securities (MBS) ,2019-12-01,57.5
largedom,Assets,Mortgage-backed securities (MBS) ,2020-01-01,57.1
largedom,Assets,Mortgage-backed securities (MBS) ,2020-02-01,60.3
largedom,Assets,Mortgage-backed securities (MBS) ,2020-03-01,61.3
largedom,Assets,Mortgage-backed securities (MBS) ,2020-04-01,61.6
largedom,Assets,Mortgage-backed securities (MBS) ,2020-05-01,62.2
largedom,Assets,Mortgage-backed securities (MBS) ,2020-06-01,63.3
largedom,Assets,Mortgage-backed securities (MBS) ,2020-07-08,63.9
largedom,Assets,Mortgage-backed securities (MBS) ,2020-07-15,63.8
largedom,Assets,Mortgage-backed securities (MBS) ,2020-07-22,64.2
largedom,Assets,Mortgage-backed securities (MBS) ,2020-07-29,63.6
largedom,Assets,Non-MBS ,2019-06-01,426.5
largedom,Assets,Non-MBS ,2019-12-01,429.7
largedom,Assets,Non-MBS ,2020-01-01,427.2
largedom,Assets,Non-MBS ,2020-02-01,427.8
largedom,Assets,Non-MBS ,2020-03-01,421.6
largedom,Assets,Non-MBS ,2020-04-01,424.3
largedom,Assets,Non-MBS ,2020-05-01,415.4
largedom,Assets,Non-MBS ,2020-06-01,418.6
largedom,Assets,Non-MBS ,2020-07-08,424.1
largedom,Assets,Non-MBS ,2020-07-15,423.9
largedom,Assets,Non-MBS ,2020-07-22,426
largedom,Assets,Non-MBS ,2020-07-29,421.4
largedom,Assets,Loans and leases in bank credit ,2019-06-01,5472.8
largedom,Assets,Loans and leases in bank credit ,2019-12-01,5546
largedom,Assets,Loans and leases in bank credit ,2020-01-01,5554.4
largedom,Assets,Loans and leases in bank credit ,2020-02-01,5573.3
largedom,Assets,Loans and leases in bank credit ,2020-03-01,5778.4
largedom,Assets,Loans and leases in bank credit ,2020-04-01,5915.2
largedom,Assets,Loans and leases in bank credit ,2020-05-01,5860.6
largedom,Assets,Loans and leases in bank credit ,2020-06-01,5744.3
largedom,Assets,Loans and leases in bank credit ,2020-07-08,5693.8
largedom,Assets,Loans and leases in bank credit ,2020-07-15,5683.5
largedom,Assets,Loans and leases in bank credit ,2020-07-22,5680.2
largedom,Assets,Loans and leases in bank credit ,2020-07-29,5657.1
largedom,Assets,Commercial and industrial loans,2019-06-01,1299
largedom,Assets,Commercial and industrial loans,2019-12-01,1287.5
largedom,Assets,Commercial and industrial loans,2020-01-01,1285.7
largedom,Assets,Commercial and industrial loans,2020-02-01,1292.6
largedom,Assets,Commercial and industrial loans,2020-03-01,1424.4
largedom,Assets,Commercial and industrial loans,2020-04-01,1585.6
largedom,Assets,Commercial and industrial loans,2020-05-01,1580.1
largedom,Assets,Commercial and industrial loans,2020-06-01,1488
largedom,Assets,Commercial and industrial loans,2020-07-08,1437.8
largedom,Assets,Commercial and industrial loans,2020-07-15,1435.9
largedom,Assets,Commercial and industrial loans,2020-07-22,1433.6
largedom,Assets,Commercial and industrial loans,2020-07-29,1422.8
largedom,Assets,Real estate loans,2019-06-01,2180.3
largedom,Assets,Real estate loans,2019-12-01,2207.2
largedom,Assets,Real estate loans,2020-01-01,2208.8
largedom,Assets,Real estate loans,2020-02-01,2205.8
largedom,Assets,Real estate loans,2020-03-01,2208.2
largedom,Assets,Real estate loans,2020-04-01,2209.2
largedom,Assets,Real estate loans,2020-05-01,2202.5
largedom,Assets,Real estate loans,2020-06-01,2205.6
largedom,Assets,Real estate loans,2020-07-08,2220.9
largedom,Assets,Real estate loans,2020-07-15,2212.6
largedom,Assets,Real estate loans,2020-07-22,2214.9
largedom,Assets,Real estate loans,2020-07-29,2211.4
largedom,Assets,Residential real estate loans,2019-06-01,1456.9
largedom,Assets,Residential real estate loans,2019-12-01,1464.8
largedom,Assets,Residential real estate loans,2020-01-01,1464.2
largedom,Assets,Residential real estate loans,2020-02-01,1460.5
largedom,Assets,Residential real estate loans,2020-03-01,1459.7
largedom,Assets,Residential real estate loans,2020-04-01,1455.5
largedom,Assets,Residential real estate loans,2020-05-01,1448.6
largedom,Assets,Residential real estate loans,2020-06-01,1450.9
largedom,Assets,Residential real estate loans,2020-07-08,1469.2
largedom,Assets,Residential real estate loans,2020-07-15,1460.7
largedom,Assets,Residential real estate loans,2020-07-22,1461.9
largedom,Assets,Residential real estate loans,2020-07-29,1457.5
largedom,Assets,Revolving home equity loans,2019-06-01,220.5
largedom,Assets,Revolving home equity loans,2019-12-01,205.7
largedom,Assets,Revolving home equity loans,2020-01-01,203.6
largedom,Assets,Revolving home equity loans,2020-02-01,201.4
largedom,Assets,Revolving home equity loans,2020-03-01,200.6
largedom,Assets,Revolving home equity loans,2020-04-01,198.7
largedom,Assets,Revolving home equity loans,2020-05-01,195.9
largedom,Assets,Revolving home equity loans,2020-06-01,192.8
largedom,Assets,Revolving home equity loans,2020-07-08,191.1
largedom,Assets,Revolving home equity loans,2020-07-15,190.8
largedom,Assets,Revolving home equity loans,2020-07-22,190.1
largedom,Assets,Revolving home equity loans,2020-07-29,189.5
largedom,Assets,Closed-end residential loans ,2019-06-01,1236.4
largedom,Assets,Closed-end residential loans ,2019-12-01,1259.1
largedom,Assets,Closed-end residential loans ,2020-01-01,1260.6
largedom,Assets,Closed-end residential loans ,2020-02-01,1259.1
largedom,Assets,Closed-end residential loans ,2020-03-01,1259.1
largedom,Assets,Closed-end residential loans ,2020-04-01,1256.8
largedom,Assets,Closed-end residential loans ,2020-05-01,1252.7
largedom,Assets,Closed-end residential loans ,2020-06-01,1258.2
largedom,Assets,Closed-end residential loans ,2020-07-08,1278.1
largedom,Assets,Closed-end residential loans ,2020-07-15,1269.9
largedom,Assets,Closed-end residential loans ,2020-07-22,1271.8
largedom,Assets,Closed-end residential loans ,2020-07-29,1267.9
largedom,Assets,Commercial real estate loans,2019-06-01,723.4
largedom,Assets,Commercial real estate loans,2019-12-01,742.4
largedom,Assets,Commercial real estate loans,2020-01-01,744.6
largedom,Assets,Commercial real estate loans,2020-02-01,745.3
largedom,Assets,Commercial real estate loans,2020-03-01,748.5
largedom,Assets,Commercial real estate loans,2020-04-01,753.7
largedom,Assets,Commercial real estate loans,2020-05-01,753.9
largedom,Assets,Commercial real estate loans,2020-06-01,754.7
largedom,Assets,Commercial real estate loans,2020-07-08,751.7
largedom,Assets,Commercial real estate loans,2020-07-15,751.9
largedom,Assets,Commercial real estate loans,2020-07-22,753
largedom,Assets,Commercial real estate loans,2020-07-29,753.9
largedom,Assets,Construction and land development loans ,2019-06-01,107.3
largedom,Assets,Construction and land development loans ,2019-12-01,106.7
largedom,Assets,Construction and land development loans ,2020-01-01,106.8
largedom,Assets,Construction and land development loans ,2020-02-01,107.1
largedom,Assets,Construction and land development loans ,2020-03-01,107.8
largedom,Assets,Construction and land development loans ,2020-04-01,108.4
largedom,Assets,Construction and land development loans ,2020-05-01,109.1
largedom,Assets,Construction and land development loans ,2020-06-01,113
largedom,Assets,Construction and land development loans ,2020-07-08,114.2
largedom,Assets,Construction and land development loans ,2020-07-15,114.5
largedom,Assets,Construction and land development loans ,2020-07-22,115.2
largedom,Assets,Construction and land development loans ,2020-07-29,115.8
largedom,Assets,Secured by farmland ,2019-06-01,8.2
largedom,Assets,Secured by farmland ,2019-12-01,7.8
largedom,Assets,Secured by farmland ,2020-01-01,7.6
largedom,Assets,Secured by farmland ,2020-02-01,7.6
largedom,Assets,Secured by farmland ,2020-03-01,7.6
largedom,Assets,Secured by farmland ,2020-04-01,7.5
largedom,Assets,Secured by farmland ,2020-05-01,7.4
largedom,Assets,Secured by farmland ,2020-06-01,7.3
largedom,Assets,Secured by farmland ,2020-07-08,7.2
largedom,Assets,Secured by farmland ,2020-07-15,7.2
largedom,Assets,Secured by farmland ,2020-07-22,7.2
largedom,Assets,Secured by farmland ,2020-07-29,7.1
largedom,Assets,Secured by multifamily properties ,2019-06-01,163.6
largedom,Assets,Secured by multifamily properties ,2019-12-01,171
largedom,Assets,Secured by multifamily properties ,2020-01-01,172.2
largedom,Assets,Secured by multifamily properties ,2020-02-01,173.7
largedom,Assets,Secured by multifamily properties ,2020-03-01,175.7
largedom,Assets,Secured by multifamily properties ,2020-04-01,176.6
largedom,Assets,Secured by multifamily properties ,2020-05-01,177.9
largedom,Assets,Secured by multifamily properties ,2020-06-01,177.5
largedom,Assets,Secured by multifamily properties ,2020-07-08,175.3
largedom,Assets,Secured by multifamily properties ,2020-07-15,175.2
largedom,Assets,Secured by multifamily properties ,2020-07-22,175.5
largedom,Assets,Secured by multifamily properties ,2020-07-29,175.1
largedom,Assets,Secured by nonfarm nonresidential properties ,2019-06-01,444.4
largedom,Assets,Secured by nonfarm nonresidential properties ,2019-12-01,456.9
largedom,Assets,Secured by nonfarm nonresidential properties ,2020-01-01,458
largedom,Assets,Secured by nonfarm nonresidential properties ,2020-02-01,456.9
largedom,Assets,Secured by nonfarm nonresidential properties ,2020-03-01,457.5
largedom,Assets,Secured by nonfarm nonresidential properties ,2020-04-01,461.1
largedom,Assets,Secured by nonfarm nonresidential properties ,2020-05-01,459.6
largedom,Assets,Secured by nonfarm nonresidential properties ,2020-06-01,456.9
largedom,Assets,Secured by nonfarm nonresidential properties ,2020-07-08,455
largedom,Assets,Secured by nonfarm nonresidential properties ,2020-07-15,455
largedom,Assets,Secured by nonfarm nonresidential properties ,2020-07-22,455.2
largedom,Assets,Secured by nonfarm nonresidential properties ,2020-07-29,455.9
largedom,Assets,Consumer loans,2019-06-01,1152.6
largedom,Assets,Consumer loans,2019-12-01,1185.7
largedom,Assets,Consumer loans,2020-01-01,1189.7
largedom,Assets,Consumer loans,2020-02-01,1195.5
largedom,Assets,Consumer loans,2020-03-01,1199.2
largedom,Assets,Consumer loans,2020-04-01,1152.9
largedom,Assets,Consumer loans,2020-05-01,1128.1
largedom,Assets,Consumer loans,2020-06-01,1124.3
largedom,Assets,Consumer loans,2020-07-08,1129.6
largedom,Assets,Consumer loans,2020-07-15,1127.9
largedom,Assets,Consumer loans,2020-07-22,1127.8
largedom,Assets,Consumer loans,2020-07-29,1126.3
largedom,Assets,Credit cards and other revolving plans,2019-06-01,668
largedom,Assets,Credit cards and other revolving plans,2019-12-01,685.2
largedom,Assets,Credit cards and other revolving plans,2020-01-01,686.6
largedom,Assets,Credit cards and other revolving plans,2020-02-01,690.2
largedom,Assets,Credit cards and other revolving plans,2020-03-01,690.6
largedom,Assets,Credit cards and other revolving plans,2020-04-01,646.1
largedom,Assets,Credit cards and other revolving plans,2020-05-01,622.2
largedom,Assets,Credit cards and other revolving plans,2020-06-01,616.2
largedom,Assets,Credit cards and other revolving plans,2020-07-08,619.7
largedom,Assets,Credit cards and other revolving plans,2020-07-15,617.6
largedom,Assets,Credit cards and other revolving plans,2020-07-22,617.3
largedom,Assets,Credit cards and other revolving plans,2020-07-29,615.6
largedom,Assets,Other consumer loans,2019-06-01,484.6
largedom,Assets,Other consumer loans,2019-12-01,500.4
largedom,Assets,Other consumer loans,2020-01-01,503
largedom,Assets,Other consumer loans,2020-02-01,505.3
largedom,Assets,Other consumer loans,2020-03-01,508.6
largedom,Assets,Other consumer loans,2020-04-01,506.8
largedom,Assets,Other consumer loans,2020-05-01,505.9
largedom,Assets,Other consumer loans,2020-06-01,508.1
largedom,Assets,Other consumer loans,2020-07-08,509.9
largedom,Assets,Other consumer loans,2020-07-15,510.2
largedom,Assets,Other consumer loans,2020-07-22,510.5
largedom,Assets,Other consumer loans,2020-07-29,510.7
largedom,Assets,Automobile loans ,2019-06-01,356.4
largedom,Assets,Automobile loans ,2019-12-01,367
largedom,Assets,Automobile loans ,2020-01-01,369.3
largedom,Assets,Automobile loans ,2020-02-01,370.8
largedom,Assets,Automobile loans ,2020-03-01,372.7
largedom,Assets,Automobile loans ,2020-04-01,371.1
largedom,Assets,Automobile loans ,2020-05-01,369.9
largedom,Assets,Automobile loans ,2020-06-01,372.3
largedom,Assets,Automobile loans ,2020-07-08,373.9
largedom,Assets,Automobile loans ,2020-07-15,373.9
largedom,Assets,Automobile loans ,2020-07-22,374.2
largedom,Assets,Automobile loans ,2020-07-29,374.5
largedom,Assets,All other consumer loans ,2019-06-01,128.3
largedom,Assets,All other consumer loans ,2019-12-01,133.4
largedom,Assets,All other consumer loans ,2020-01-01,133.8
largedom,Assets,All other consumer loans ,2020-02-01,134.5
largedom,Assets,All other consumer loans ,2020-03-01,135.8
largedom,Assets,All other consumer loans ,2020-04-01,135.7
largedom,Assets,All other consumer loans ,2020-05-01,135.9
largedom,Assets,All other consumer loans ,2020-06-01,135.7
largedom,Assets,All other consumer loans ,2020-07-08,136
largedom,Assets,All other consumer loans ,2020-07-15,136.3
largedom,Assets,All other consumer loans ,2020-07-22,136.3
largedom,Assets,All other consumer loans ,2020-07-29,136.2
largedom,Assets,All other loans and leases,2019-06-01,840.7
largedom,Assets,All other loans and leases,2019-12-01,865.7
largedom,Assets,All other loans and leases,2020-01-01,870.2
largedom,Assets,All other loans and leases,2020-02-01,879.5
largedom,Assets,All other loans and leases,2020-03-01,946.6
largedom,Assets,All other loans and leases,2020-04-01,967.6
largedom,Assets,All other loans and leases,2020-05-01,949.9
largedom,Assets,All other loans and leases,2020-06-01,926.5
largedom,Assets,All other loans and leases,2020-07-08,905.5
largedom,Assets,All other loans and leases,2020-07-15,907.1
largedom,Assets,All other loans and leases,2020-07-22,903.9
largedom,Assets,All other loans and leases,2020-07-29,896.6
largedom,Assets,Loans to nondepository financial institutions ,2019-06-01,351.4
largedom,Assets,Loans to nondepository financial institutions ,2019-12-01,380.7
largedom,Assets,Loans to nondepository financial institutions ,2020-01-01,385.5
largedom,Assets,Loans to nondepository financial institutions ,2020-02-01,392.8
largedom,Assets,Loans to nondepository financial institutions ,2020-03-01,431.9
largedom,Assets,Loans to nondepository financial institutions ,2020-04-01,456.3
largedom,Assets,Loans to nondepository financial institutions ,2020-05-01,441.3
largedom,Assets,Loans to nondepository financial institutions ,2020-06-01,421.3
largedom,Assets,Loans to nondepository financial institutions ,2020-07-08,411
largedom,Assets,Loans to nondepository financial institutions ,2020-07-15,409.2
largedom,Assets,Loans to nondepository financial institutions ,2020-07-22,404.9
largedom,Assets,Loans to nondepository financial institutions ,2020-07-29,403.6
largedom,Assets,All loans not elsewhere classified ,2019-06-01,489.3
largedom,Assets,All loans not elsewhere classified ,2019-12-01,485
largedom,Assets,All loans not elsewhere classified ,2020-01-01,484.6
largedom,Assets,All loans not elsewhere classified ,2020-02-01,486.6
largedom,Assets,All loans not elsewhere classified ,2020-03-01,514.7
largedom,Assets,All loans not elsewhere classified ,2020-04-01,511.2
largedom,Assets,All loans not elsewhere classified ,2020-05-01,508.6
largedom,Assets,All loans not elsewhere classified ,2020-06-01,505.2
largedom,Assets,All loans not elsewhere classified ,2020-07-08,494.5
largedom,Assets,All loans not elsewhere classified ,2020-07-15,497.9
largedom,Assets,All loans not elsewhere classified ,2020-07-22,499
largedom,Assets,All loans not elsewhere classified ,2020-07-29,493
largedom,Assets,LESS: Allowance for loan and lease losses,2019-06-01,69.8
largedom,Assets,LESS: Allowance for loan and lease losses,2019-12-01,68.9
largedom,Assets,LESS: Allowance for loan and lease losses,2020-01-01,70.3
largedom,Assets,LESS: Allowance for loan and lease losses,2020-02-01,70.4
largedom,Assets,LESS: Allowance for loan and lease losses,2020-03-01,72.5
largedom,Assets,LESS: Allowance for loan and lease losses,2020-04-01,94.3
largedom,Assets,LESS: Allowance for loan and lease losses,2020-05-01,96.3
largedom,Assets,LESS: Allowance for loan and lease losses,2020-06-01,103
largedom,Assets,LESS: Allowance for loan and lease losses,2020-07-08,126.4
largedom,Assets,LESS: Allowance for loan and lease losses,2020-07-15,126.7
largedom,Assets,LESS: Allowance for loan and lease losses,2020-07-22,126.6
largedom,Assets,LESS: Allowance for loan and lease losses,2020-07-29,127.1
largedom,Assets,Cash assets ,2019-06-01,822.4
largedom,Assets,Cash assets ,2019-12-01,818.5
largedom,Assets,Cash assets ,2020-01-01,814.3
largedom,Assets,Cash assets ,2020-02-01,810.6
largedom,Assets,Cash assets ,2020-03-01,1017.5
largedom,Assets,Cash assets ,2020-04-01,1493.2
largedom,Assets,Cash assets ,2020-05-01,1751.7
largedom,Assets,Cash assets ,2020-06-01,1707.7
largedom,Assets,Cash assets ,2020-07-08,1573.8
largedom,Assets,Cash assets ,2020-07-15,1529.4
largedom,Assets,Cash assets ,2020-07-22,1443.2
largedom,Assets,Cash assets ,2020-07-29,1513.7
largedom,Assets,Total federal funds sold and reverse RPs ,2019-06-01,329.6
largedom,Assets,Total federal funds sold and reverse RPs ,2019-12-01,263.2
largedom,Assets,Total federal funds sold and reverse RPs ,2020-01-01,267.3
largedom,Assets,Total federal funds sold and reverse RPs ,2020-02-01,280
largedom,Assets,Total federal funds sold and reverse RPs ,2020-03-01,268.5
largedom,Assets,Total federal funds sold and reverse RPs ,2020-04-01,257
largedom,Assets,Total federal funds sold and reverse RPs ,2020-05-01,257.9
largedom,Assets,Total federal funds sold and reverse RPs ,2020-06-01,378.1
largedom,Assets,Total federal funds sold and reverse RPs ,2020-07-08,537.7
largedom,Assets,Total federal funds sold and reverse RPs ,2020-07-15,565.1
largedom,Assets,Total federal funds sold and reverse RPs ,2020-07-22,503.6
largedom,Assets,Total federal funds sold and reverse RPs ,2020-07-29,482.7
largedom,Assets,Loans to commercial banks ,2019-06-01,5.8
largedom,Assets,Loans to commercial banks ,2019-12-01,5.2
largedom,Assets,Loans to commercial banks ,2020-01-01,4.6
largedom,Assets,Loans to commercial banks ,2020-02-01,4.5
largedom,Assets,Loans to commercial banks ,2020-03-01,4.9
largedom,Assets,Loans to commercial banks ,2020-04-01,5
largedom,Assets,Loans to commercial banks ,2020-05-01,4.8
largedom,Assets,Loans to commercial banks ,2020-06-01,4.5
largedom,Assets,Loans to commercial banks ,2020-07-08,4.5
largedom,Assets,Loans to commercial banks ,2020-07-15,4.2
largedom,Assets,Loans to commercial banks ,2020-07-22,4.1
largedom,Assets,Loans to commercial banks ,2020-07-29,4.1
largedom,Assets,Other assets including trading assets ,2019-06-01,998
largedom,Assets,Other assets including trading assets ,2019-12-01,996.1
largedom,Assets,Other assets including trading assets ,2020-01-01,1026.9
largedom,Assets,Other assets including trading assets ,2020-02-01,1067.9
largedom,Assets,Other assets including trading assets ,2020-03-01,1145.7
largedom,Assets,Other assets including trading assets ,2020-04-01,1135
largedom,Assets,Other assets including trading assets ,2020-05-01,1126.1
largedom,Assets,Other assets including trading assets ,2020-06-01,1124.5
largedom,Assets,Other assets including trading assets ,2020-07-08,1143.1
largedom,Assets,Other assets including trading assets ,2020-07-15,1139.1
largedom,Assets,Other assets including trading assets ,2020-07-22,1153.2
largedom,Assets,Other assets including trading assets ,2020-07-29,1147.5
largedom,Assets,Total assets,2019-06-01,10017.3
largedom,Assets,Total assets,2019-12-01,10176.2
largedom,Assets,Total assets,2020-01-01,10219.7
largedom,Assets,Total assets,2020-02-01,10314.5
largedom,Assets,Total assets,2020-03-01,10884.6
largedom,Assets,Total assets,2020-04-01,11457.6
largedom,Assets,Total assets,2020-05-01,11675.7
largedom,Assets,Total assets,2020-06-01,11734
largedom,Assets,Total assets,2020-07-08,11767.9
largedom,Assets,Total assets,2020-07-15,11771.5
largedom,Assets,Total assets,2020-07-22,11644
largedom,Assets,Total assets,2020-07-29,11673.5
largedom,Liabilities,Deposits,2019-06-01,7703.6
largedom,Liabilities,Deposits,2019-12-01,7909.8
largedom,Liabilities,Deposits,2020-01-01,7952.3
